content_id;official_number;module;smartmodus_kategorie;scope;question;answer_a;answer_b;answer_c;answer_d;correct_answer;topic;subtopic;competency;image_required;source_question_id;content_role;feedback_correct;feedback_incorrect;evaluation_mode;content_status
SBF-BASIS-0060;60;Basis;Basisfragen;See + Binnen;Welche Vorkehrungen sind für das längere Verlassen des Fahrzeugs zu treffen?;Alle Seeventile schließen und den Hauptschalter des Bordnetzes ausschalten.;Kraftstoff- und Wassertank auffüllen und das Bordnetz aufladen.;Tagestank schließen und Kraftstofffilter entwässern.;Fahrzeug seefest hinterlassen und den Hafenmeister verständigen.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;false;SBFSEE-0060 | SBFBIN-0060;shared_basis;"Richtig.

Alle Seeventile schließen und den Hauptschalter des Bordnetzes ausschalten. Geschlossene Seeventile vermindern das Risiko eines Wassereinbruchs; der ausgeschaltete Hauptschalter reduziert Brand- und Entladungsgefahren.";"Falsch.

Richtig ist: „Alle Seeventile schließen und den Hauptschalter des Bordnetzes ausschalten.“

Geschlossene Seeventile vermindern das Risiko eines Wassereinbruchs; der ausgeschaltete Hauptschalter reduziert Brand- und Entladungsgefahren.";multiple_choice;Feedback erstellt
SBF-BASIS-0061;61;Basis;Basisfragen;See + Binnen;Wie ist ein enges Gewässer zu befahren, wenn man sich am Ufer festgemachten Fahrzeugen nähert?;Verringerung der Geschwindigkeit, um schädlichen Sog und Wellenschlag zu vermeiden.;Beibehaltung der Geschwindigkeit, um durch Gleitfahrt schädlichen Sog und Wellenschlag auszuschließen.;Verringerung der Geschwindigkeit und nötigenfalls vom Rechtsfahrgebot abweichen.;Auf Höhe der festgemachten Fahrzeuge aufstoppen und überprüfen, dass kein Dritter behindert oder geschädigt wird.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;false;SBFSEE-0061 | SBFBIN-0061;shared_basis;"Richtig.

Verringerung der Geschwindigkeit, um schädlichen Sog und Wellenschlag zu vermeiden. Eine verringerte Geschwindigkeit reduziert Sog und Wellenschlag und schützt festgemachte Fahrzeuge sowie deren Leinen und Besatzungen.";"Falsch.

Richtig ist: „Verringerung der Geschwindigkeit, um schädlichen Sog und Wellenschlag zu vermeiden.“

Eine verringerte Geschwindigkeit reduziert Sog und Wellenschlag und schützt festgemachte Fahrzeuge sowie deren Leinen und Besatzungen.";multiple_choice;Feedback erstellt
SBF-BASIS-0062;62;Basis;Basisfragen;See + Binnen;Wo sollen die Gasbehälter einer Flüssiggasanlage gelagert werden?;Möglichst an Deck, geschützt vor Sonneneinstrahlung, sonst in einem besonders abgeschlossenen Raum für Gasbehälter, der in Bodenhöhe eine Öffnung nach außenbords hat.;Möglichst unten im Schiff, geschützt vor Sonneneinstrahlung, sonst in einem besonders abgeschlossenen Raum für Gasbehälter, der in Bodenhöhe eine Öffnung nach außenbords hat.;Möglichst auf dem Vorschiff, geschützt vor Sonneneinstrahlung, sonst in einem besonders abgeschlossenen Raum für Gasbehälter, der in Bodenhöhe eine Öffnung nach außenbords hat.;Möglichst an Deck, geschützt vor Sonneneinstrahlung, sonst in einem besonders abgeschlossenen Raum für Gasbehälter, der oben belüftet ist.;A;Seemannschaft & Technik;Manöver / Bordtechnik;Boot sicher manövrieren und Technik beurteilen;false;SBFSEE-0062 | SBFBIN-0062;shared_basis;"Richtig.

Möglichst an Deck, geschützt vor Sonneneinstrahlung, sonst in einem besonders abgeschlossenen Raum für Gasbehälter, der in Bodenhöhe eine Öffnung nach außenbords hat. Weil Flüssiggas schwerer als Luft ist, muss ein Gasraum nach außenbords am tiefsten Punkt entwässern beziehungsweise entlüften können.";"Falsch.

Richtig ist: „Möglichst an Deck, geschützt vor Sonneneinstrahlung, sonst in einem besonders abgeschlossenen Raum für Gasbehälter, der in Bodenhöhe eine Öffnung nach außenbords hat.“

Weil Flüssiggas schwerer als Luft ist, muss ein Gasraum nach außenbords am tiefsten Punkt entwässern beziehungsweise entlüften können.";multiple_choice;Feedback erstellt
SBF-BASIS-0063;63;Basis;Basisfragen;See + Binnen;Warum sind die Flüssiggase Propan und Butan an Bord besonders gefährlich?;Beide Gase sind schwerer als Luft und bilden mit Luft ein explosives Gemisch.;Beide Gase sind leichter als Luft und bilden mit Luft ein explosives Gemisch.;Beide Gase sind schwerer als Wasser und bilden mit Wasser ein explosives Gemisch.;Beide Gase sind schwerer als Luft und bilden mit Wasser ein explosives Gemisch.;A;Seemannschaft & Technik;Manöver / Bordtechnik;Boot sicher manövrieren und Technik beurteilen;false;SBFSEE-0063 | SBFBIN-0063;shared_basis;"Richtig.

Beide Gase sind schwerer als Luft und bilden mit Luft ein explosives Gemisch. Propan und Butan sammeln sich in tiefen Bereichen des Boots. Mit Luft entsteht dort ein explosionsfähiges Gemisch.";"Falsch.

Richtig ist: „Beide Gase sind schwerer als Luft und bilden mit Luft ein explosives Gemisch.“

Propan und Butan sammeln sich in tiefen Bereichen des Boots. Mit Luft entsteht dort ein explosionsfähiges Gemisch.";multiple_choice;Feedback erstellt
SBF-BASIS-0064;64;Basis;Basisfragen;See + Binnen;Was ist zu tun, wenn Flüssiggas in das Innere des Bootes gelangt?;Gaszuführung absperren und für Lüftung sorgen. Außerdem keine elektrischen Schalter betätigen und keinen Funk und keine Mobiltelefone benutzen.;Gasleitung entleeren und für Lüftung sorgen. Außerdem keine elektrischen Schalter betätigen und keine Telefone benutzen.;Gaszuführung absperren und für Lüftung sorgen. Außerdem keine elektrischen Schalter betätigen und per Telefon Hilfe holen.;Gasleitung entleeren und die Gasfreiheit mit dem Feuerzeug prüfen sowie über Funk oder Mobiltelefon Hilfe anfordern.;A;Seemannschaft & Technik;Manöver / Bordtechnik;Boot sicher manövrieren und Technik beurteilen;false;SBFSEE-0064 | SBFBIN-0064;shared_basis;"Richtig.

Gaszuführung absperren und für Lüftung sorgen. Außerdem keine elektrischen Schalter betätigen und keinen Funk und keine Mobiltelefone benutzen. Jeder Funke kann das Gas-Luft-Gemisch zünden; deshalb zuerst absperren und lüften und keinerlei elektrische Geräte oder Funkmittel schalten.";"Falsch.

Richtig ist: „Gaszuführung absperren und für Lüftung sorgen. Außerdem keine elektrischen Schalter betätigen und keinen Funk und keine Mobiltelefone benutzen.“

Jeder Funke kann das Gas-Luft-Gemisch zünden; deshalb zuerst absperren und lüften und keinerlei elektrische Geräte oder Funkmittel schalten.";multiple_choice;Feedback erstellt
SBF-BASIS-0065;65;Basis;Basisfragen;See + Binnen;Was ist vor Inbetriebnahme einer Flüssiggasanlage zu prüfen?;Die Anlage muss abgenommen sein, Leitungen und Anschlüsse müssen dicht sein. Haupthahn und andere Absperrventile sind zu öffnen.;Die Anlage muss abgenommen sein, die Inbetriebnahme darf nur durch eine besonders geprüfte Person erfolgen.;Die Anlage muss abgenommen sein und jährlich überprüft werden. Die Inbetriebnahme darf nur durch eine besonders geprüfte Person erfolgen.;Die Abnahme der Anlage darf nicht länger als drei Jahre zurückliegen. Haupthahn und andere Absperrventile sind zu öffnen.;A;Seemannschaft & Technik;Manöver / Bordtechnik;Boot sicher manövrieren und Technik beurteilen;false;SBFSEE-0065 | SBFBIN-0065;shared_basis;"Richtig.

Die Anlage muss abgenommen sein, Leitungen und Anschlüsse müssen dicht sein. Haupthahn und andere Absperrventile sind zu öffnen. Eine abgenommene, dichte Anlage verhindert unkontrollierten Gasaustritt; erst danach dürfen die vorgesehenen Ventile geöffnet werden.";"Falsch.

Richtig ist: „Die Anlage muss abgenommen sein, Leitungen und Anschlüsse müssen dicht sein. Haupthahn und andere Absperrventile sind zu öffnen.“

Eine abgenommene, dichte Anlage verhindert unkontrollierten Gasaustritt; erst danach dürfen die vorgesehenen Ventile geöffnet werden.";multiple_choice;Feedback erstellt
SBF-BASIS-0066;66;Basis;Basisfragen;See + Binnen;Was ist zu beachten, wenn eine Flüssiggasanlage außer Betrieb gesetzt wird?;Haupthahn und Absperrventile sind zu schließen.;Die Anlage ist gasfrei zu machen.;Gasflasche fachgerecht entsorgen.;Der Flüssiggasbehälter ist vollständig zu entleeren.;A;Seemannschaft & Technik;Manöver / Bordtechnik;Boot sicher manövrieren und Technik beurteilen;false;SBFSEE-0066 | SBFBIN-0066;shared_basis;"Richtig.

Haupthahn und Absperrventile sind zu schließen. Das Schließen von Haupthahn und Absperrventilen verhindert, dass bei einer Undichtigkeit weiter Gas austritt.";"Falsch.

Richtig ist: „Haupthahn und Absperrventile sind zu schließen.“

Das Schließen von Haupthahn und Absperrventilen verhindert, dass bei einer Undichtigkeit weiter Gas austritt.";multiple_choice;Feedback erstellt
SBF-BASIS-0067;67;Basis;Basisfragen;See + Binnen;Wie oft muss man aufblasbare Rettungsmittel warten lassen?;Entsprechend der Herstellerangabe, mindestens alle 2 Jahre.;Jährlich und nach jedem Einsatz oder Übungsgebrauch.;Entsprechend der Herstellerangabe, mindestens alle 3 Jahre.;Jährlich, jeweils vor Beginn der Wassersportsaison.;A;Sicherheit & Notfälle;Sicherheit / Notfall;Gefahren erkennen und geeignete Sicherheitsmaßnahme wählen;false;SBFSEE-0067 | SBFBIN-0067;shared_basis;"Richtig.

Entsprechend der Herstellerangabe, mindestens alle 2 Jahre. Aufblasbare Rettungsmittel funktionieren nur zuverlässig, wenn Auslöser, Gaspatrone, Schwimmkörper und Dichtheit fristgerecht geprüft werden.";"Falsch.

Richtig ist: „Entsprechend der Herstellerangabe, mindestens alle 2 Jahre.“

Aufblasbare Rettungsmittel funktionieren nur zuverlässig, wenn Auslöser, Gaspatrone, Schwimmkörper und Dichtheit fristgerecht geprüft werden.";multiple_choice;Feedback erstellt
SBF-BASIS-0068;68;Basis;Basisfragen;See + Binnen;Welcher Feuerlöscher ist für Sportboote zweckmäßig und wie oft muss man einen Feuerlöscher überprüfen lassen?;ABC-Pulver- und Schaumlöscher, mindestens alle 2 Jahre.;Feuerlöscher mit Löschschaum, mindestens einmal pro Jahr.;CO2-Feuerlöscher, mindestens alle 2 Jahre.;ABC-Pulverlöscher, mindestens einmal pro Jahr.;A;Sicherheit & Notfälle;Sicherheit / Notfall;Gefahren erkennen und geeignete Sicherheitsmaßnahme wählen;false;SBFSEE-0068 | SBFBIN-0068;shared_basis;"Richtig.

ABC-Pulver- und Schaumlöscher, mindestens alle 2 Jahre. Geeignete Löscher müssen zu den an Bord möglichen Brandklassen passen; die wiederkehrende Prüfung stellt ihre Einsatzbereitschaft sicher.";"Falsch.

Richtig ist: „ABC-Pulver- und Schaumlöscher, mindestens alle 2 Jahre.“

Geeignete Löscher müssen zu den an Bord möglichen Brandklassen passen; die wiederkehrende Prüfung stellt ihre Einsatzbereitschaft sicher.";multiple_choice;Feedback erstellt
SBF-BASIS-0069;69;Basis;Basisfragen;See + Binnen;Welche Maßnahmen muss man ergreifen, um einen Brand mit dem Feuerlöscher wirksam zu bekämpfen?;Luftzufuhr verhindern, Feuerlöscher erst am Brandherd einsetzen und das Feuer möglichst von unten bekämpfen.;Rauchabzug sicherstellen und Feuerlöscher rechtzeitig einsetzen, dabei den Löschstrahl möglichst in die lodernden Flammen halten.;Luftzufuhr verhindern und den Feuerlöscher mit sparsamen Löschstrahlstößen einsetzen, dabei das Feuer möglichst von oben bekämpfen.;Handhabungshinweise durchlesen und den Feuerlöscher sofort einsetzen, dabei das Feuer möglichst von unten bekämpfen.;A;Sicherheit & Notfälle;Sicherheit / Notfall;Gefahren erkennen und geeignete Sicherheitsmaßnahme wählen;false;SBFSEE-0069 | SBFBIN-0069;shared_basis;"Richtig.

Luftzufuhr verhindern, Feuerlöscher erst am Brandherd einsetzen und das Feuer möglichst von unten bekämpfen. Weniger Sauerstoff hemmt den Brand; der gezielte Einsatz am Brandherd und von unten bekämpft die Verbrennungszone statt nur die Flammen.";"Falsch.

Richtig ist: „Luftzufuhr verhindern, Feuerlöscher erst am Brandherd einsetzen und das Feuer möglichst von unten bekämpfen.“

Weniger Sauerstoff hemmt den Brand; der gezielte Einsatz am Brandherd und von unten bekämpft die Verbrennungszone statt nur die Flammen.";multiple_choice;Feedback erstellt
SBF-BASIS-0070;70;Basis;Basisfragen;See + Binnen;Wie hat man sich nach einem Zusammenstoß zu verhalten?;"Hilfe leisten und so lange am Unfallort bleiben, bis ein weiterer Beistand nicht mehr erforderlich ist; alle erforderlichen Daten austauschen.";"Hilfe leisten und so lange am Unfallort bleiben, bis ein weiterer Beistand nicht mehr erforderlich ist; die Wasserschutzpolizei benachrichtigen.";"Hilfe leisten und so lange am Unfallort bleiben, bis ein weiterer Beistand nicht mehr erforderlich ist; Notsignal geben.";"Hilfe leisten und so lange am Unfallort bleiben, bis ein weiterer Beistand nicht mehr erforderlich ist; Verschlusszustand herstellen.";A;Sicherheit & Notfälle;Sicherheit / Notfall;Gefahren erkennen und geeignete Sicherheitsmaßnahme wählen;false;SBFSEE-0070 | SBFBIN-0070;shared_basis;"Richtig.

Hilfe leisten und so lange am Unfallort bleiben, bis ein weiterer Beistand nicht mehr erforderlich ist; alle erforderlichen Daten austauschen. Nach einem Zusammenstoß haben Menschenrettung und Gefahrenabwehr Vorrang; anschließend müssen die Beteiligten die für die Unfallklärung erforderlichen Daten austauschen.";"Falsch.

Richtig ist: „Hilfe leisten und so lange am Unfallort bleiben, bis ein weiterer Beistand nicht mehr erforderlich ist; alle erforderlichen Daten austauschen.“

Nach einem Zusammenstoß haben Menschenrettung und Gefahrenabwehr Vorrang; anschließend müssen die Beteiligten die für die Unfallklärung erforderlichen Daten austauschen.";multiple_choice;Feedback erstellt
SBF-BASIS-0071;71;Basis;Basisfragen;See + Binnen;Welche Faktoren sind hauptsächlich für das Wettergeschehen, also für Wind und Niederschläge, ausschlaggebend?;Luftdruckänderung, Luftfeuchtigkeit und Temperatur.;Luftdruckänderung, Sonneneinstrahlung und Höhenlage.;Luftdruckänderung, Luftfeuchtigkeit und Jahreszeit.;Luftdruckänderung, Tageszeit und Temperatur.;A;Wetterkunde;Wetter & Wind;Wetterfaktoren und Auswirkungen beurteilen;false;SBFSEE-0071 | SBFBIN-0071;shared_basis;"Richtig.

Luftdruckänderung, Luftfeuchtigkeit und Temperatur. Luftdruck, Feuchtigkeit und Temperatur bestimmen Luftbewegungen, Wolkenbildung und Niederschlag und damit die wesentlichen Wetterabläufe.";"Falsch.

Richtig ist: „Luftdruckänderung, Luftfeuchtigkeit und Temperatur.“

Luftdruck, Feuchtigkeit und Temperatur bestimmen Luftbewegungen, Wolkenbildung und Niederschlag und damit die wesentlichen Wetterabläufe.";multiple_choice;Feedback erstellt
SBF-BASIS-0072;72;Basis;Basisfragen;See + Binnen;In welcher Situation dürfen Notsignale gegeben werden?;Wenn Gefahr für Leib oder Leben von Personen besteht und daher Hilfe benötigt wird.;Wenn Gefahr für Leib oder Leben von Personen besteht oder das Schiff nicht mehr sicher manövriert werden kann.;Wenn Gefahr für Leib oder Leben von Personen oder erhebliche Sachwerte besteht und daher Hilfe benötigt wird.;Wenn Gefahr für Leib oder Leben von Personen, erhebliche Sachwerte oder die maritime Umwelt besteht.;A;Allgemeine Seemannschaft;Grundlagen;Seemännische Grundlagen sicher anwenden;false;SBFSEE-0072 | SBFBIN-0072;shared_basis;"Richtig.

Wenn Gefahr für Leib oder Leben von Personen besteht und daher Hilfe benötigt wird. Notsignale sind ernsten Notlagen mit Gefahr für Menschen vorbehalten, damit Hilfe gezielt ausgelöst und Fehlalarm vermieden wird.";"Falsch.

Richtig ist: „Wenn Gefahr für Leib oder Leben von Personen besteht und daher Hilfe benötigt wird.“

Notsignale sind ernsten Notlagen mit Gefahr für Menschen vorbehalten, damit Hilfe gezielt ausgelöst und Fehlalarm vermieden wird.";multiple_choice;Feedback erstellt
SBF-SEE-0073;73;SBF See;Vorschriften und Pflichten;See;Wo gelten die Kollisionsverhütungsregeln (KVR)?;Auf der Hohen See und auf den mit dieser zusammenhängenden, von Seeschiffen befahrbaren Gewässern.;Auf der Hohen See und den deutschen Seeschifffahrtsstraßen, die von Seeschiffen befahren werden.;Auf den Seeschifffahrtsstraßen und den küstennahen deutschen Seegewässern, die von Seeschiffen befahren werden.;Auf der Hohen See und den von Seeschiffen befahrbaren Randmeeren, mit Ausnahme der Verkehrstrennungsgebiete.;A;Vorschriften & Pflichten;KVR / SeeSchStrO / Verantwortung;Regeln und Verantwortlichkeiten korrekt anwenden;false;SBFSEE-0073;see_specific;"Richtig.

Auf der Hohen See und auf den mit dieser zusammenhängenden, von Seeschiffen befahrbaren Gewässern. Die KVR bilden die internationalen Grundregeln zur Kollisionsverhütung auf Hoher See und den mit ihr verbundenen, seeschiffbaren Gewässern.";"Falsch.

Richtig ist: „Auf der Hohen See und auf den mit dieser zusammenhängenden, von Seeschiffen befahrbaren Gewässern.“

Die KVR bilden die internationalen Grundregeln zur Kollisionsverhütung auf Hoher See und den mit ihr verbundenen, seeschiffbaren Gewässern.";multiple_choice;Feedback erstellt
SBF-SEE-0074;74;SBF See;Vorschriften und Pflichten;See;Was gilt, wenn eine Bestimmung der Seeschifffahrtsstraßen-Ordnung (SeeSchStrO) mit den Kollisionsverhütungsregeln (KVR) im Widerspruch steht?;Die Vorschrift der Seeschifffahrtsstraßen-Ordnung.;Die Vorschrift der Kollisionsverhütungsregeln (KVR).;Die Grundregeln für das Verhalten im Verkehr.;Die Vorschrift der Schifffahrtsordnung Emsmündung.;A;Vorschriften & Pflichten;KVR / SeeSchStrO / Verantwortung;Regeln und Verantwortlichkeiten korrekt anwenden;false;SBFSEE-0074;see_specific;"Richtig.

Die Vorschrift der Seeschifffahrtsstraßen-Ordnung. Auf deutschen Seeschifffahrtsstraßen ist die speziellere örtliche Regel der SeeSchStrO gegenüber einer widersprechenden allgemeinen KVR-Regel maßgeblich.";"Falsch.

Richtig ist: „Die Vorschrift der Seeschifffahrtsstraßen-Ordnung.“

Auf deutschen Seeschifffahrtsstraßen ist die speziellere örtliche Regel der SeeSchStrO gegenüber einer widersprechenden allgemeinen KVR-Regel maßgeblich.";multiple_choice;Feedback erstellt
SBF-SEE-0075;75;SBF See;Vorschriften und Pflichten;See;Welche Sportboote sind von der Fahrerlaubnispflicht auf den Seeschifffahrtsstraßen ausgenommen?;Sportboote ohne Antriebsmaschine oder solche mit einer größten, nicht überschreitbaren Nutzleistung von 11,03 Kilowatt (15 PS) bei Verwendung eines Verbrennungsmotors bzw. 7,5 Kilowatt bei Verwendung eines Elektromotors Betriebsart S1 (Dauerbetrieb) oder weniger.;Sportboote unter Segel mit einer Rumpflänge unter 20 m und solche deren Antriebsmaschine nicht benutzt wird.;Sportboote mit Antriebsmaschine mit einer größeren Nutzleistung als 11,03 Kilowatt (15 PS) bei Verwendung eines Verbrennungsmotors bzw. 7,5 Kilowatt bei Verwendung eines Elektromotors Betriebsart S1 (Dauerbetrieb). Sportschifffahrt Sportbootführerscheine Fragenkatalog See Spezifische Fragen See;Sportboote, die entweder vor Anker liegen oder an Land festgemacht sind oder auf Grund sitzen.;A;Vorschriften & Pflichten;KVR / SeeSchStrO / Verantwortung;Regeln und Verantwortlichkeiten korrekt anwenden;false;SBFSEE-0075;see_specific;"Richtig.

Sportboote ohne Antriebsmaschine oder solche mit einer größten, nicht überschreitbaren Nutzleistung von 11,03 Kilowatt (15 PS) bei Verwendung eines Verbrennungsmotors bzw. 7,5 Kilowatt bei Verwendung eines Elektromotors Betriebsart S1 (Dauerbetrieb) oder weniger. Die Fahrerlaubnispflicht knüpft auf Seeschifffahrtsstraßen an die Motorart und deren maßgebliche Leistungsgrenze an; Boote ohne Antriebsmaschine bleiben ausgenommen.";"Falsch.

Richtig ist: „Sportboote ohne Antriebsmaschine oder solche mit einer größten, nicht überschreitbaren Nutzleistung von 11,03 Kilowatt (15 PS) bei Verwendung eines Verbrennungsmotors bzw. 7,5 Kilowatt bei Verwendung eines Elektromotors Betriebsart S1 (Dauerbetrieb) oder weniger.“

Die Fahrerlaubnispflicht knüpft auf Seeschifffahrtsstraßen an die Motorart und deren maßgebliche Leistungsgrenze an; Boote ohne Antriebsmaschine bleiben ausgenommen.";multiple_choice;Feedback erstellt
SBF-SEE-0076;76;SBF See;Vorschriften und Pflichten;See;Wer ist für die Befolgung der Verkehrsvorschriften verantwortlich?;Der Fahrzeugführer oder sein Stellvertreter.;Der Fahrzeugführer und sein Stellvertreter.;Der Fahrzeugführer und jeder sonst Verantwortliche.;Der Fahrzeugführer oder jeder sonst Verantwortliche.;A;Vorschriften & Pflichten;KVR / SeeSchStrO / Verantwortung;Regeln und Verantwortlichkeiten korrekt anwenden;false;SBFSEE-0076;see_specific;"Richtig.

Der Fahrzeugführer oder sein Stellvertreter. Der Fahrzeugführer trägt die Verantwortung für die Einhaltung der Vorschriften; bei wirksamer Vertretung geht diese Aufgabe auf den Stellvertreter über.";"Falsch.

Richtig ist: „Der Fahrzeugführer oder sein Stellvertreter.“

Der Fahrzeugführer trägt die Verantwortung für die Einhaltung der Vorschriften; bei wirksamer Vertretung geht diese Aufgabe auf den Stellvertreter über.";multiple_choice;Feedback erstellt
SBF-SEE-0077;77;SBF See;Vorschriften und Pflichten;See;"Was bedeutet ""seemännische Sorgfaltspflicht""?";Die Verpflichtung zur Beachtung von Vorsichtsmaßregeln über die Verkehrsvorschriften hinaus, die Seemannsbrauch oder besondere Umstände des Falles erfordern.;Die Verpflichtung zur Beachtung der Seeschifffahrtsstraßen-Ordnung (SeeSchStrO), der Kollisionsverhütungsregeln (KVR), der Grundregeln für das Verhalten im Verkehr und der Ausweichregeln mit dem Manöver des letzten Augenblicks.;Die Verpflichtung zur Beachtung der Vorsichtsmaßregeln und Sicherheitsregeln der Verkehrsvorschriften und der Grundregeln für das Verhalten im Verkehr.;Die Verpflichtung zur Beachtung von Vorsichtsmaßregeln der Kollisionsverhütungsregeln (KVR), der Grundregeln für das Verhalten im Verkehr und der Ausweichregeln mit dem Manöver des letzten Augenblicks.;A;Vorschriften & Pflichten;KVR / SeeSchStrO / Verantwortung;Regeln und Verantwortlichkeiten korrekt anwenden;false;SBFSEE-0077;see_specific;"Richtig.

Die Verpflichtung zur Beachtung von Vorsichtsmaßregeln über die Verkehrsvorschriften hinaus, die Seemannsbrauch oder besondere Umstände des Falles erfordern. Seemännische Sorgfalt endet nicht beim Wortlaut einzelner Vorschriften. Besondere Gefahren können zusätzliche, vernünftige Vorsichtsmaßnahmen verlangen.";"Falsch.

Richtig ist: „Die Verpflichtung zur Beachtung von Vorsichtsmaßregeln über die Verkehrsvorschriften hinaus, die Seemannsbrauch oder besondere Umstände des Falles erfordern.“

Seemännische Sorgfalt endet nicht beim Wortlaut einzelner Vorschriften. Besondere Gefahren können zusätzliche, vernünftige Vorsichtsmaßnahmen verlangen.";multiple_choice;Feedback erstellt
SBF-SEE-0078;78;SBF See;Vorschriften und Pflichten;See;Welche Sicherheitsmaßnahmen hat der Fahrzeugführer im Rahmen seiner seemännischen Sorgfaltspflicht vor Fahrtantritt zum Schutze und für die Sicherheit der Personen an Bord zu treffen?;Der Fahrzeugführer hat die Besatzungsmitglieder und Gäste über die Sicherheitsvorkehrungen an Bord zu unterrichten, in die Handhabung der Rettungs- und Feuerlöschmittel einzuweisen und auf geeignete Maßnahmen gegen das Überbordfallen hinzuweisen, zudem darauf, dass ständig angelegte Rettungswesten die Überlebenschancen im Wasser erhöhen.;Der Fahrzeugführer muss die Besatzungsmitglieder und Gäste anweisen, dass sie sich über die Sicherheitsvorkehrungen an Bord informieren, sich die Gebrauchsanweisungen der Rettungs- und Feuerlöschmittel ansehen und auf geeignete Maßnahmen gegen das Überbordfallen achten, zudem darauf, dass ständig angelegte Rettungswesten die Überlebenschancen im Wasser erhöhen.;Der Fahrzeugführer hat die verantwortlichen Besatzungsmitglieder über die Sicherheitsvorkehrungen an Bord zu unterrichten, in die Handhabung der Rettungs- und Feuerlöschmittel einzuweisen und auf geeignete Maßnahmen gegen das Überbordfallen hinzuweisen, zudem darauf, dass ständig angelegte Rettungswesten die Überlebenschancen im Wasser erhöhen.;Der Fahrzeugführer hat die Gäste an Bord über die Sicherheitsvorkehrungen an Bord zu unterrichten, in die Handhabung der Rettungs- und Feuerlöschmittel einzuweisen und auf geeignete Maßnahmen gegen das Überbordfallen hinzuweisen, zudem darauf, dass ständig angelegte Rettungswesten die Überlebenschancen im Wasser erhöhen.;A;Vorschriften & Pflichten;KVR / SeeSchStrO / Verantwortung;Regeln und Verantwortlichkeiten korrekt anwenden;false;SBFSEE-0078;see_specific;"Richtig.

Der Fahrzeugführer hat die Besatzungsmitglieder und Gäste über die Sicherheitsvorkehrungen an Bord zu unterrichten, in die Handhabung der Rettungs- und Feuerlöschmittel einzuweisen und auf geeignete Maßnahmen gegen das Überbordfallen hinzuweisen, zudem darauf, dass ständig angelegte Rettungswesten die Überlebenschancen im Wasser erhöhen. Eine Einweisung vor Fahrtbeginn stellt sicher, dass alle Personen Rettungs- und Feuerlöschmittel finden, bedienen und Risiken an Deck vermeiden können.";"Falsch.

Richtig ist: „Der Fahrzeugführer hat die Besatzungsmitglieder und Gäste über die Sicherheitsvorkehrungen an Bord zu unterrichten, in die Handhabung der Rettungs- und Feuerlöschmittel einzuweisen und auf geeignete Maßnahmen gegen das Überbordfallen hinzuweisen, zudem darauf, dass ständig angelegte Rettungswesten die Überlebenschancen im Wasser erhöhen.“

Eine Einweisung vor Fahrtbeginn stellt sicher, dass alle Personen Rettungs- und Feuerlöschmittel finden, bedienen und Risiken an Deck vermeiden können.";multiple_choice;Feedback erstellt
SBF-SEE-0079;79;SBF See;Vorschriften und Pflichten;See;"Was bedeutet das ""Manöver des letzten Augenblicks""?";Ausweichmanöver des Kurshalters.;Ausweichmanöver des Ausweichpflichtigen.;Ausweichmanöver des Kurshalters und des Ausweichpflichtigen.;Ausweichmanöver des Kurshalters oder des Ausweichpflichtigen.;A;Ausweichregeln;KVR / Kollisionsvermeidung;Kollisionslage beurteilen und richtige Maßnahme wählen;false;SBFSEE-0079;see_specific;"Richtig.

Ausweichmanöver des Kurshalters. Der Kurshalter greift erst selbst ausweichend ein, wenn das Manöver des Ausweichpflichtigen einen Zusammenstoß nicht mehr sicher verhindert.";"Falsch.

Richtig ist: „Ausweichmanöver des Kurshalters.“

Der Kurshalter greift erst selbst ausweichend ein, wenn das Manöver des Ausweichpflichtigen einen Zusammenstoß nicht mehr sicher verhindert.";multiple_choice;Feedback erstellt
SBF-SEE-0080;80;SBF See;Vorschriften und Pflichten;See;"Wann ist das ""Manöver des letzten Augenblicks"" durchzuführen?";Es muss durchgeführt werden, wenn ein Zusammenstoß durch Manöver des Ausweichpflichtigen allein nicht mehr vermieden werden kann.;Es muss durchgeführt werden, wenn ein Zusammenstoß durch Manöver des Kurshalters allein nicht mehr vermieden werden kann.;Es muss im letzten Augenblick von jedem durchgeführt werden, wenn ein Zusammenstoß sonst nicht mehr vermieden werden kann.;Es muss kurz vor der Kollision durchgeführt werden, wenn sonst ein Zusammenstoß durch Manöver des Kurshalters allein nicht mehr vermieden werden kann.;A;Ausweichregeln;KVR / Kollisionsvermeidung;Kollisionslage beurteilen und richtige Maßnahme wählen;false;SBFSEE-0080;see_specific;"Richtig.

Es muss durchgeführt werden, wenn ein Zusammenstoß durch Manöver des Ausweichpflichtigen allein nicht mehr vermieden werden kann. Das Manöver wird fällig, sobald das Handeln des Ausweichpflichtigen allein nicht mehr ausreicht; dann muss der Kurshalter aktiv die Kollision vermeiden.";"Falsch.

Richtig ist: „Es muss durchgeführt werden, wenn ein Zusammenstoß durch Manöver des Ausweichpflichtigen allein nicht mehr vermieden werden kann.“

Das Manöver wird fällig, sobald das Handeln des Ausweichpflichtigen allein nicht mehr ausreicht; dann muss der Kurshalter aktiv die Kollision vermeiden.";multiple_choice;Feedback erstellt
